"1163","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.19","0.56","Abrupte","Abrupte","Directa","Directa"
"1168","Cueva de la Cocina","","1945","10","EI","Triangle","No","0.15","0.57","Abrupte","Abrupte","Directa","Directa"
"1175","Cueva de la Cocina","","1945","8","EI","Triangle","No","0.23","0.67","Abrupte","Abrupte","Directa","Directa"
"1187","Cueva de la Cocina","","1945","6","EI","Triangle","No","0.33","0.63","Abrupte","Abrupte","Directa","Directa"
"1188","Cueva de la Cocina","","1945","6","EI","Triangle","No","0.26","1.01","Abrupte","Abrupte","Directa","Directa"
"1189","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.22","0.66","Abrupte","Abrupte","Directa","Directa"
"1190","Cueva de la Cocina","","1945","6","EI","Trapezi","Si","0.2","0.59","Abrupte","Abrupte","Directa","Directa"
"1191","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.24","0.84","Abrupte","Abrupte","Directa","Directa"
"1192","Cueva de la Cocina","","1945","7","EI","Trapezi","No","0.2","0.79","Abrupte","Abrupte","Directa","Directa"
"1193","Cueva de la Cocina","","1945","7","EI","Trapezi","No","0.16","0.53","Abrupte","Abrupte","Directa","Directa"
"1195","Cueva de la Cocina","","1945","7","EI","Trapezi","No","0.44","0.89","Abrupte","Abrupte","Directa","Directa"
"1196","Cueva de la Cocina","","1945","7","EI","Triangle","No","0.24","1.13","Abrupte","Abrupte","Directa","Directa"
"1198","Cueva de la Cocina","","1945","7","EI","Triangle","No","0.18","0.73","Abrupte","Abrupte","Directa","Directa"
"1199","Cueva de la Cocina","","1945","7","EI","Trapezi","No","0.21","0.66","Abrupte","Abrupte","Directa","Directa"
"1200","Cueva de la Cocina","","1945","7","EI","Triangle","No","0.21","0.55","Abrupte","Abrupte","Directa","Directa"
"1210","Cueva de la Cocina","","2015","1085","Sondeig 4 ","Trapezi","No","0.33","1.09","Abrupte","Abrupte","Directa","Directa"
"1218","Cueva de la Cocina","","2016","1230","Sondeig 4","Triangle","No","0.3","0.87","Abrupte","Abrupte","Directa","Directa"
"1219","Cueva de la Cocina","","2017","1300","Sondeig 4","Triangle","No","0.24","0.82","Abrupte","Abrupte","Directa","Directa"
